# Simulation 4 (Up to date)
# 464 data points written for 53 variables.
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
77.918,24.128,-4.151,-0.038,4.152,0.424,-114.406,0.001,114.406,179.999,1.865,0.422,45,-0.001,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.192e5,0,0.591,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.897,14.83,1010.177,340.286,0.5,0.442
78.275,22.648,-4.119,0.092,4.119,0.973,-115.135,0.001,115.135,179.999,2.212,0.969,45,-0.001,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.182e5,0,0.601,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.271,14.843,1010.42,340.294,0.358,0.442
78.592,21.339,-4.153,-0.108,4.153,0.18,-115.828,0.001,115.828,179.999,2.166,0.144,45,-0.001,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.192e5,0,0.586,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.15,14.853,1010.594,340.3,0.317,0.442
79.092,19.271,-4.116,0.073,4.117,0.613,-116.835,0.001,116.835,179.999,1.862,0.609,45,-0.001,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.182e5,0,0.598,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.91,14.861,1010.747,340.305,0.5,0.442
79.592,17.199,-4.173,-0.114,4.173,0.24,-117.792,0.001,117.792,179.999,1.967,0.211,45,-0.002,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.198e5,0,0.586,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.951,14.875,1010.99,340.313,0.5,0.442
80.092,15.132,-4.096,0.155,4.096,0.156,-118.777,0.001,118.777,179.999,1.972,0.009,45,-0.002,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.176e5,0,0.602,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.971,14.888,1011.233,340.321,0.5,0.443
80.592,13.061,-4.185,-0.18,4.186,0.792,-119.667,0.001,119.667,179.999,1.586,0.771,45,-0.002,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.202e5,0,0.584,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.644,14.902,1011.475,340.329,0.5,0.443
80.907,11.757,-4.108,0.246,4.109,0.799,-120.203,0.001,120.203,179.999,1.825,0.76,45,-0.002,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.18e5,0,0.609,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.903,14.915,1011.718,340.337,0.315,0.443
81.407,9.688,-4.169,-0.121,4.169,0.735,-121.207,0.001,121.207,179.999,2.188,0.725,45,-0.002,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.198e5,0,0.587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.133,14.924,1011.871,340.343,0.5,0.443
81.907,7.621,-4.098,0.142,4.098,0.19,-122.316,0.001,122.316,179.999,2.251,0.127,45,-0.002,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.178e5,0,0.601,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.241,14.937,1012.114,340.351,0.5,0.443
82.389,5.625,-4.172,-0.154,4.173,0.879,-123.302,0.001,123.302,179.999,1.834,0.866,45,-0.002,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.199e5,0,0.586,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.884,14.95,1012.356,340.359,0.483,0.443
82.825,3.823,-4.101,0.163,4.101,0.254,-124.12,0.001,124.12,179.999,1.919,0.195,45,-0.002,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.179e5,0,0.603,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.915,14.963,1012.59,340.367,0.436,0.443
83.325,1.75,-4.188,-0.174,4.188,0.189,-125.07,0.001,125.07,179.999,1.881,0.075,45,-0.002,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.204e5,0,0.582,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.887,14.975,1012.802,340.374,0.5,0.443
# Event GROUND_HIT occurred at t=83.748 seconds
# Event SIMULATION_END occurred at t=83.748 seconds
83.748,0,-4.085,0.243,4.085,0.341,-125.887,0.001,125.887,179.999,1.982,0.239,45,-0.002,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.175e5,0,0.608,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.981,14.989,1013.045,340.382,0.423,0.444
